user_id,problem_id,solved
synthetic-user-10,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-10,prob-bank-028,1
synthetic-user-10,prob-bank-040,1
synthetic-user-10,prob-bst-sample-medium-bst,1
synthetic-user-10,prob-advanced-sample-medium-advanced,1
synthetic-user-10,prob-hashing-contains-duplicate,1
synthetic-user-10,prob-bank-030,1
synthetic-user-10,prob-bank-007,1
synthetic-user-10,prob-dp-sample-medium-dp,1
synthetic-user-10,prob-bank-029,1
synthetic-user-10,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-10,prob-bank-027,1
synthetic-user-11,prob-bank-015,1
synthetic-user-11,prob-queues-implement-queue-using-stacks,1
synthetic-user-11,prob-dp-sample-hard-dp,1
synthetic-user-11,prob-segmentTrees-sample-medium-segmenttrees,1
synthetic-user-11,prob-bank-019,1
synthetic-user-11,prob-backtracking-sample-easy-backtracking,1
synthetic-user-11,prob-bst-sample-hard-bst,1
synthetic-user-11,prob-bank-011,1
synthetic-user-11,prob-recursion-sample-easy-recursion,1
synthetic-user-11,prob-backtracking-sample-medium-backtracking,1
synthetic-user-11,prob-bank-001,1
synthetic-user-11,prob-tries-sample-medium-tries,1
synthetic-user-11,prob-bank-004,1
synthetic-user-12,prob-slidingWindow-sample-hard-slidingwindow,1
synthetic-user-12,prob-bank-030,1
synthetic-user-12,prob-bank-037,1
synthetic-user-12,prob-segmentTrees-sample-hard-segmenttrees,1
synthetic-user-12,prob-segmentTrees-sample-medium-segmenttrees,1
synthetic-user-12,prob-slidingWindow-sample-easy-slidingwindow,1
synthetic-user-12,prob-backtracking-sample-hard-backtracking,1
synthetic-user-13,prob-bank-014,1
synthetic-user-13,prob-hashing-intersection-of-two-arrays,1
synthetic-user-13,prob-bank-028,1
synthetic-user-13,prob-graphs-sample-hard-graphs,1
synthetic-user-13,prob-queues-implement-queue-using-stacks,1
synthetic-user-13,prob-bank-033,1
synthetic-user-14,prob-recursion-sample-easy-recursion,1
synthetic-user-14,prob-bank-012,1
synthetic-user-14,prob-twoPointers-sample-medium-twopointers,1
synthetic-user-14,prob-bitManipulation-sample-easy-bitmanipulation,1
synthetic-user-14,prob-heaps-sample-medium-heaps,1
synthetic-user-14,prob-trees-invert-binary-tree,1
synthetic-user-14,prob-trees-same-tree,1
synthetic-user-14,prob-bank-001,1
synthetic-user-14,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-14,prob-bst-sample-medium-bst,1
synthetic-user-14,prob-slidingWindow-sample-hard-slidingwindow,1
synthetic-user-14,prob-bank-004,1
synthetic-user-14,prob-hashing-longest-consecutive-sequence,1
synthetic-user-14,prob-bank-021,1
synthetic-user-14,prob-bank-007,1
synthetic-user-14,prob-bank-009,1
synthetic-user-14,prob-dp-sample-medium-dp,1
synthetic-user-14,prob-bank-003,1
synthetic-user-14,prob-greedy-sample-hard-greedy,1
synthetic-user-14,prob-recursion-sample-hard-recursion,1
synthetic-user-14,prob-bank-039,1
synthetic-user-14,prob-bank-013,1
synthetic-user-14,prob-linkedLists-reverse-linked-list,1
synthetic-user-14,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-14,prob-queues-implement-queue-using-stacks,1
synthetic-user-14,prob-trees-binary-tree-level-order-traversal,1
synthetic-user-15,prob-recursion-sample-hard-recursion,1
synthetic-user-15,prob-bank-001,1
synthetic-user-15,prob-bank-021,1
synthetic-user-15,prob-queues-implement-queue-using-stacks,1
synthetic-user-15,prob-advanced-sample-easy-advanced,1
synthetic-user-15,prob-bank-036,1
synthetic-user-15,prob-tries-sample-easy-tries,1
synthetic-user-16,prob-segmentTrees-sample-medium-segmenttrees,1
synthetic-user-16,prob-bank-012,1
synthetic-user-16,prob-recursion-sample-hard-recursion,1
synthetic-user-16,prob-tries-sample-hard-tries,1
synthetic-user-16,prob-arrays-3sum,1
synthetic-user-16,prob-slidingWindow-sample-medium-slidingwindow,1
synthetic-user-16,prob-hashing-contains-duplicate,1
synthetic-user-16,prob-bank-027,1
synthetic-user-16,prob-bank-018,1
synthetic-user-16,prob-heaps-sample-medium-heaps,1
synthetic-user-16,prob-bank-014,1
synthetic-user-16,prob-bank-024,1
synthetic-user-17,prob-bank-040,1
synthetic-user-17,prob-greedy-sample-easy-greedy,1
synthetic-user-17,prob-segmentTrees-sample-easy-segmenttrees,1
synthetic-user-17,prob-dp-sample-hard-dp,1
synthetic-user-17,prob-bank-027,1
synthetic-user-17,prob-bank-006,1
synthetic-user-18,prob-bank-035,1
synthetic-user-18,prob-advanced-sample-easy-advanced,1
synthetic-user-18,prob-stacks-evaluate-reverse-polish-notation,1
synthetic-user-18,prob-bitManipulation-sample-easy-bitmanipulation,1
synthetic-user-18,prob-bank-019,1
synthetic-user-18,prob-greedy-sample-easy-greedy,1
synthetic-user-18,prob-advanced-sample-hard-advanced,1
synthetic-user-18,prob-bank-021,1
synthetic-user-18,prob-trees-invert-binary-tree,1
synthetic-user-18,prob-bst-sample-easy-bst,1
synthetic-user-18,prob-bank-022,1
synthetic-user-18,prob-tries-sample-medium-tries,1
synthetic-user-18,prob-slidingWindow-sample-hard-slidingwindow,1
synthetic-user-18,prob-bank-033,1
synthetic-user-18,prob-bank-036,1
synthetic-user-18,prob-bank-014,1
synthetic-user-18,prob-slidingWindow-sample-easy-slidingwindow,1
synthetic-user-18,prob-stacks-valid-parentheses,1
synthetic-user-18,prob-bank-038,1
synthetic-user-18,prob-trees-binary-tree-level-order-traversal,1
synthetic-user-18,prob-bank-029,1
synthetic-user-18,prob-graphs-sample-hard-graphs,1
synthetic-user-18,prob-dp-sample-medium-dp,1
synthetic-user-18,prob-bank-018,1
synthetic-user-18,prob-greedy-sample-medium-greedy,1
synthetic-user-19,prob-bank-023,1
synthetic-user-19,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-19,prob-backtracking-sample-medium-backtracking,1
synthetic-user-19,prob-twoPointers-sample-hard-twopointers,1
synthetic-user-19,prob-bank-040,1
synthetic-user-19,prob-segmentTrees-sample-medium-segmenttrees,1
synthetic-user-19,prob-bank-036,1
synthetic-user-19,prob-bank-016,1
synthetic-user-19,prob-bank-007,1
synthetic-user-19,prob-advanced-sample-easy-advanced,1
synthetic-user-19,prob-slidingWindow-sample-medium-slidingwindow,1
synthetic-user-19,prob-bst-sample-easy-bst,1
synthetic-user-19,prob-bst-sample-hard-bst,1
synthetic-user-19,prob-arrays-3sum,1
synthetic-user-19,prob-hashing-intersection-of-two-arrays,1
synthetic-user-19,prob-bank-034,1
synthetic-user-19,prob-recursion-sample-easy-recursion,1
synthetic-user-19,prob-bank-025,1
synthetic-user-19,prob-recursion-sample-hard-recursion,1
synthetic-user-19,prob-bank-030,1
synthetic-user-20,prob-bst-sample-easy-bst,1
synthetic-user-20,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-20,prob-queues-design-circular-queue,1
synthetic-user-20,prob-queues-implement-queue-using-stacks,1
synthetic-user-20,prob-linkedLists-add-two-numbers,1
synthetic-user-20,prob-bank-001,1
synthetic-user-20,prob-bank-011,1
synthetic-user-21,prob-bank-039,1
synthetic-user-22,prob-bank-038,1
synthetic-user-22,prob-stacks-evaluate-reverse-polish-notation,1
synthetic-user-22,prob-queues-design-circular-queue,1
synthetic-user-22,prob-backtracking-sample-easy-backtracking,1
synthetic-user-22,prob-bank-020,1
synthetic-user-22,prob-trees-same-tree,1
synthetic-user-22,prob-bank-024,1
synthetic-user-22,prob-bitManipulation-sample-medium-bitmanipulation,1
synthetic-user-22,prob-dp-sample-easy-dp,1
synthetic-user-22,prob-graphs-sample-hard-graphs,1
synthetic-user-22,prob-recursion-sample-medium-recursion,1
synthetic-user-22,prob-bank-035,1
synthetic-user-22,prob-greedy-sample-easy-greedy,1
synthetic-user-22,prob-twoPointers-sample-hard-twopointers,1
synthetic-user-22,prob-bank-021,1
synthetic-user-22,prob-hashing-intersection-of-two-arrays,1
synthetic-user-22,prob-bank-008,1
synthetic-user-23,prob-strings-valid-anagram,1
synthetic-user-24,prob-dp-sample-hard-dp,1
synthetic-user-24,prob-bank-001,1
synthetic-user-24,prob-advanced-sample-hard-advanced,1
synthetic-user-24,prob-bank-010,1
synthetic-user-24,prob-backtracking-sample-medium-backtracking,1
synthetic-user-24,prob-bank-011,1
synthetic-user-24,prob-twoPointers-sample-hard-twopointers,1
synthetic-user-24,prob-hashing-longest-consecutive-sequence,1
synthetic-user-24,prob-bank-030,1
synthetic-user-24,prob-bank-037,1
synthetic-user-24,prob-bst-sample-medium-bst,1
synthetic-user-24,prob-bank-016,1
synthetic-user-24,prob-bank-017,1
synthetic-user-24,prob-advanced-sample-medium-advanced,1
synthetic-user-24,prob-bank-021,1
synthetic-user-24,prob-bank-022,1
synthetic-user-24,prob-bank-013,1
synthetic-user-24,prob-twoPointers-sample-medium-twopointers,1
synthetic-user-24,prob-bank-008,1
synthetic-user-24,prob-bank-009,1
synthetic-user-24,prob-dp-sample-easy-dp,1
synthetic-user-24,prob-tries-sample-hard-tries,1
synthetic-user-24,prob-bank-002,1
synthetic-user-24,prob-bank-031,1
synthetic-user-24,prob-graphs-sample-hard-graphs,1
synthetic-user-24,prob-stacks-largest-rectangle-in-histogram,1
synthetic-user-24,prob-bank-034,1
synthetic-user-24,prob-bank-020,1
synthetic-user-25,prob-backtracking-sample-easy-backtracking,1
synthetic-user-25,prob-trees-same-tree,1
synthetic-user-25,prob-greedy-sample-hard-greedy,1
synthetic-user-25,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-25,prob-arrays-two-sum,1
synthetic-user-25,prob-bank-007,1
synthetic-user-25,prob-bank-038,1
synthetic-user-25,prob-hashing-longest-consecutive-sequence,1
synthetic-user-25,prob-tries-sample-hard-tries,1
synthetic-user-25,prob-greedy-sample-easy-greedy,1
synthetic-user-25,prob-bank-001,1
synthetic-user-25,prob-bank-009,1
synthetic-user-25,prob-bank-029,1
synthetic-user-25,prob-bank-003,1
synthetic-user-26,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-26,prob-bank-039,1
synthetic-user-26,prob-twoPointers-sample-medium-twopointers,1
synthetic-user-26,prob-greedy-sample-medium-greedy,1
synthetic-user-26,prob-bank-017,1
synthetic-user-26,prob-graphs-sample-hard-graphs,1
synthetic-user-26,prob-arrays-two-sum,1
synthetic-user-26,prob-bank-011,1
synthetic-user-26,prob-segmentTrees-sample-hard-segmenttrees,1
synthetic-user-26,prob-heaps-sample-easy-heaps,1
synthetic-user-27,prob-bank-012,1
synthetic-user-27,prob-twoPointers-sample-medium-twopointers,1
synthetic-user-27,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-27,prob-recursion-sample-medium-recursion,1
synthetic-user-27,prob-trees-binary-tree-level-order-traversal,1
synthetic-user-27,prob-bank-032,1
synthetic-user-27,prob-bank-023,1
synthetic-user-27,prob-bitManipulation-sample-medium-bitmanipulation,1
synthetic-user-27,prob-bitManipulation-sample-easy-bitmanipulation,1
synthetic-user-27,prob-graphs-sample-medium-graphs,1
synthetic-user-27,prob-backtracking-sample-easy-backtracking,1
synthetic-user-27,prob-stacks-evaluate-reverse-polish-notation,1
synthetic-user-27,prob-twoPointers-sample-easy-twopointers,1
synthetic-user-27,prob-bank-021,1
synthetic-user-27,prob-recursion-sample-easy-recursion,1
synthetic-user-27,prob-bank-007,1
synthetic-user-27,prob-bank-019,1
synthetic-user-27,prob-backtracking-sample-medium-backtracking,1
synthetic-user-27,prob-greedy-sample-easy-greedy,1
synthetic-user-27,prob-bank-009,1
synthetic-user-27,prob-bank-034,1
synthetic-user-27,prob-slidingWindow-sample-medium-slidingwindow,1
synthetic-user-27,prob-heaps-sample-easy-heaps,1
synthetic-user-27,prob-linkedLists-add-two-numbers,1
synthetic-user-27,prob-bst-sample-hard-bst,1
synthetic-user-27,prob-hashing-longest-consecutive-sequence,1
synthetic-user-27,prob-greedy-sample-medium-greedy,1
synthetic-user-27,prob-queues-sliding-window-maximum,1
synthetic-user-27,prob-advanced-sample-medium-advanced,1
synthetic-user-28,prob-backtracking-sample-medium-backtracking,1
synthetic-user-28,prob-bank-030,1
synthetic-user-28,prob-bank-020,1
synthetic-user-28,prob-bank-003,1
synthetic-user-28,prob-heaps-sample-easy-heaps,1
synthetic-user-28,prob-dp-sample-hard-dp,1
synthetic-user-28,prob-arrays-3sum,1
synthetic-user-28,prob-trees-same-tree,1
synthetic-user-28,prob-linkedLists-reverse-linked-list,1
synthetic-user-28,prob-bank-009,1
synthetic-user-28,prob-bst-sample-hard-bst,1
synthetic-user-28,prob-queues-design-circular-queue,1
synthetic-user-28,prob-greedy-sample-easy-greedy,1
synthetic-user-28,prob-hashing-intersection-of-two-arrays,1
synthetic-user-28,prob-bank-032,1
synthetic-user-29,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-29,prob-graphs-sample-hard-graphs,1
synthetic-user-29,prob-stacks-largest-rectangle-in-histogram,1
synthetic-user-29,prob-trees-same-tree,1
synthetic-user-29,prob-bank-040,1
synthetic-user-29,prob-bank-004,1
synthetic-user-29,prob-graphs-sample-easy-graphs,1
synthetic-user-29,prob-tries-sample-medium-tries,1
synthetic-user-29,prob-slidingWindow-sample-hard-slidingwindow,1
synthetic-user-29,prob-dp-sample-easy-dp,1
synthetic-user-29,prob-bank-035,1
synthetic-user-29,prob-segmentTrees-sample-hard-segmenttrees,1
synthetic-user-29,prob-advanced-sample-hard-advanced,1
synthetic-user-29,prob-strings-valid-anagram,1
synthetic-user-29,prob-tries-sample-easy-tries,1
synthetic-user-29,prob-stacks-evaluate-reverse-polish-notation,1
synthetic-user-29,prob-trees-invert-binary-tree,1
synthetic-user-29,prob-linkedLists-merge-two-sorted-lists,1
synthetic-user-29,prob-backtracking-sample-medium-backtracking,1
synthetic-user-29,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-29,prob-stacks-valid-parentheses,1
synthetic-user-29,prob-bank-010,1
synthetic-user-29,prob-bank-001,1
synthetic-user-29,prob-bst-sample-hard-bst,1
synthetic-user-30,prob-recursion-sample-hard-recursion,1
synthetic-user-30,prob-bitManipulation-sample-easy-bitmanipulation,1
synthetic-user-30,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-30,prob-hashing-contains-duplicate,1
synthetic-user-30,prob-bank-032,1
synthetic-user-30,prob-recursion-sample-medium-recursion,1
synthetic-user-30,prob-bitManipulation-sample-medium-bitmanipulation,1
synthetic-user-30,prob-twoPointers-sample-hard-twopointers,1
synthetic-user-30,prob-bank-035,1
synthetic-user-30,prob-strings-valid-anagram,1
synthetic-user-30,prob-heaps-sample-medium-heaps,1
synthetic-user-30,prob-advanced-sample-medium-advanced,1
synthetic-user-30,prob-queues-implement-queue-using-stacks,1
synthetic-user-30,prob-bank-007,1
synthetic-user-30,prob-bank-026,1
synthetic-user-30,prob-heaps-sample-hard-heaps,1
synthetic-user-30,prob-bank-001,1
synthetic-user-30,prob-bank-034,1
synthetic-user-30,prob-dp-sample-easy-dp,1
synthetic-user-30,prob-dp-sample-hard-dp,1
synthetic-user-30,prob-trees-binary-tree-level-order-traversal,1
synthetic-user-30,prob-strings-longest-substring-without-repeating-characters,1
synthetic-user-30,prob-bank-011,1
synthetic-user-30,prob-bank-027,1
synthetic-user-30,prob-bank-037,1
synthetic-user-30,prob-bank-040,1
synthetic-user-30,prob-bank-002,1
synthetic-user-30,prob-greedy-sample-hard-greedy,1
synthetic-user-30,prob-bank-030,1
synthetic-user-31,prob-linkedLists-reverse-linked-list,1
synthetic-user-31,prob-bank-026,1
synthetic-user-31,prob-graphs-sample-easy-graphs,1
synthetic-user-31,prob-queues-sliding-window-maximum,1
synthetic-user-31,prob-recursion-sample-easy-recursion,1
synthetic-user-31,prob-bank-022,1
synthetic-user-31,prob-twoPointers-sample-medium-twopointers,1
synthetic-user-31,prob-dp-sample-hard-dp,1
synthetic-user-31,prob-arrays-best-time-to-buy-and-sell-stock,1
synthetic-user-31,prob-bst-sample-easy-bst,1
synthetic-user-31,prob-backtracking-sample-hard-backtracking,1
synthetic-user-31,prob-bank-015,1
synthetic-user-31,prob-hashing-contains-duplicate,1
synthetic-user-31,prob-bitManipulation-sample-hard-bitmanipulation,1
synthetic-user-31,prob-recursion-sample-medium-recursion,1
synthetic-user-31,prob-bank-032,1
synthetic-user-31,prob-strings-longest-substring-without-repeating-characters,1
synthetic-user-31,prob-bank-029,1
synthetic-user-31,prob-bank-001,1
synthetic-user-31,prob-bank-017,1
synthetic-user-31,prob-trees-same-tree,1
synthetic-user-31,prob-segmentTrees-sample-hard-segmenttrees,1
synthetic-user-31,prob-stacks-largest-rectangle-in-histogram,1
synthetic-user-31,prob-bank-039,1
synthetic-user-31,prob-trees-binary-tree-level-order-traversal,1
synthetic-user-31,prob-bank-004,1
synthetic-user-31,prob-bank-018,1
synthetic-user-31,prob-tries-sample-medium-tries,1
synthetic-user-31,prob-linkedLists-merge-two-sorted-lists,1
synthetic-user-32,prob-bank-023,1
synthetic-user-32,prob-trees-same-tree,1
synthetic-user-32,prob-bank-030,1
synthetic-user-32,prob-bank-009,1
synthetic-user-32,prob-queues-design-circular-queue,1
synthetic-user-32,prob-hashing-intersection-of-two-arrays,1
synthetic-user-32,prob-bank-003,1
synthetic-user-32,prob-graphs-sample-hard-graphs,1
synthetic-user-32,prob-dp-sample-medium-dp,1
synthetic-user-32,prob-bank-012,1
synthetic-user-32,prob-bank-037,1
synthetic-user-32,prob-tries-sample-hard-tries,1
synthetic-user-33,prob-heaps-sample-easy-heaps,1
synthetic-user-33,prob-arrays-3sum,1
synthetic-user-33,prob-bank-029,1
synthetic-user-33,prob-bitManipulation-sample-easy-bitmanipulation,1
synthetic-user-33,prob-segmentTrees-sample-easy-segmenttrees,1
synthetic-user-33,prob-bank-033,1
synthetic-user-33,prob-hashing-longest-consecutive-sequence,1
synthetic-user-33,prob-recursion-sample-hard-recursion,1
synthetic-user-33,prob-strings-longest-substring-without-repeating-characters,1
synthetic-user-33,prob-bank-003,1
synthetic-user-33,prob-twoPointers-sample-hard-twopointers,1
synthetic-user-33,prob-bank-012,1
synthetic-user-33,prob-greedy-sample-medium-greedy,1
synthetic-user-33,prob-bank-010,1
synthetic-user-33,prob-bank-031,1
synthetic-user-33,prob-bank-040,1
synthetic-user-33,prob-bank-013,1
synthetic-user-33,prob-bst-sample-hard-bst,1
synthetic-user-33,prob-bank-027,1
synthetic-user-33,prob-tries-sample-hard-tries,1
synthetic-user-33,prob-dp-sample-hard-dp,1
synthetic-user-33,prob-advanced-sample-hard-advanced,1
synthetic-user-33,prob-backtracking-sample-hard-backtracking,1
synthetic-user-33,prob-bank-017,1
synthetic-user-34,prob-linkedLists-add-two-numbers,1
synthetic-user-34,prob-bank-008,1
synthetic-user-34,prob-trees-same-tree,1
synthetic-user-34,prob-advanced-sample-easy-advanced,1
synthetic-user-34,prob-greedy-sample-medium-greedy,1
synthetic-user-34,prob-backtracking-sample-easy-backtracking,1
synthetic-user-35,prob-advanced-sample-medium-advanced,1
synthetic-user-35,prob-arrays-two-sum,1
synthetic-user-35,prob-bank-040,1
synthetic-user-35,prob-bank-022,1
synthetic-user-35,prob-bank-005,1
synthetic-user-35,prob-bitManipulation-sample-easy-bitmanipulation,1
synthetic-user-35,prob-bank-034,1
synthetic-user-35,prob-bst-sample-hard-bst,1
synthetic-user-35,prob-arrays-3sum,1
synthetic-user-35,prob-bank-020,1
synthetic-user-35,prob-segmentTrees-sample-medium-segmenttrees,1
synthetic-user-35,prob-recursion-sample-easy-recursion,1
synthetic-user-36,prob-linkedLists-add-two-numbers,1
synthetic-user-36,prob-bank-025,1
synthetic-user-36,prob-bank-009,1
synthetic-user-36,prob-bitManipulation-sample-medium-bitmanipulation,1
synthetic-user-36,prob-heaps-sample-easy-heaps,1
synthetic-user-36,prob-bank-008,1
synthetic-user-36,prob-bank-028,1
synthetic-user-36,prob-bank-004,1
synthetic-user-36,prob-bank-011,1
synthetic-user-36,prob-trees-same-tree,1
synthetic-user-36,prob-bank-019,1
synthetic-user-36,prob-greedy-sample-easy-greedy,1
synthetic-user-36,prob-dp-sample-hard-dp,1
synthetic-user-36,prob-slidingWindow-sample-medium-slidingwindow,1
synthetic-user-36,prob-bank-023,1
synthetic-user-36,prob-bank-034,1
synthetic-user-36,prob-queues-sliding-window-maximum,1
synthetic-user-36,prob-queues-implement-queue-using-stacks,1
synthetic-user-36,prob-bank-007,1
synthetic-user-36,prob-bank-040,1
synthetic-user-36,prob-strings-longest-substring-without-repeating-characters,1
synthetic-user-36,prob-hashing-intersection-of-two-arrays,1
synthetic-user-36,prob-bst-sample-medium-bst,1
synthetic-user-36,prob-strings-valid-anagram,1
synthetic-user-37,prob-bank-003,1
synthetic-user-37,prob-heaps-sample-easy-heaps,1
synthetic-user-37,prob-queues-implement-queue-using-stacks,1
synthetic-user-37,prob-strings-valid-anagram,1
synthetic-user-38,prob-bitManipulation-sample-medium-bitmanipulation,1
synthetic-user-38,prob-bank-025,1
synthetic-user-38,prob-bank-003,1
synthetic-user-38,prob-bank-008,1
synthetic-user-38,prob-bank-020,1
synthetic-user-38,prob-bank-030,1
